phase,path,layer,exists,size_bytes,sha256,classification,owner_candidate,consumer_candidate,dependency_candidate,language_aliases,verification,source_decision,notes
LUNA-14,/home/mak/WIN,windows_archive,true,4096,,EVIDENCE_ONLY,unknown historical migration owner,reconciliation and inventory,README_ORIGIN plus manifests,es:legado|histórico|respaldo|carpeta; en:legacy|historical|backup|directory,Phase1 find/stat; not executed,no_change,Windows snapshot; existence does not establish Debian owner or consumer
LUNA-14,/home/mak/WIN/README_ORIGIN.md,windows_archive,true,1249,b821df261368d2b65def76e223d8bdac6fdb4f8c80739d4b113d0ce4335d0c4c,EVIDENCE_ONLY,unknown historical migration owner,house-ordering evidence,plain text,es:origen|legado|evidencia; en:origin|legacy|evidence,sha256/stat/read-only,no_change,Provenance declaration only
LUNA-14,/home/mak/WIN/claude_sesiones,windows_archive,true,4096,,EVIDENCE_ONLY,recovered-corpus curator,phase review and human gate,session corpus boundary,es:sesiones|investigación|evidencia; en:sessions|research|evidence,Phase1 bounded find/stat; no execution,no_change,Recovered sessions and source material; no runtime contract
LUNA-14,/home/mak/WIN/codex,windows_archive,true,4096,,EVIDENCE_ONLY,Codex migration curator,inventory/provenance readers,local state stores and manifests,es:estado|memoria|registro; en:state|memory|ledger,Phase1 bounded find/stat; sensitive contents not read,no_change,Historical Codex state; not an active Debian consumer
LUNA-14,/home/mak/WIN/flujo,windows_legacy,true,4096,,WINDOWS_LEGACY,unknown Windows fluxo owner,none verified,Windows venv and batch/PowerShell launchers,es:flujo|trabajo|entrega|legado; en:flow|work|delivery|legacy,Phase1 find; Phase2 route comparison; not executed,no_change,Historical Windows tool tree; current Debian contract unproven
LUNA-14,/home/mak/WIN/flujo/pyproject.toml,windows_legacy,true,2369,9957dc776c60feb76b27c77d17035251ed346498be03e3e30594653bd2abb2bf,WINDOWS_LEGACY,unknown Windows fluxo owner,none verified,Windows requirements and venv,es:plataforma|trabajo|estado; en:platform|work|state,sha256/stat/read-only; no install,no_change,"Manifest is historical evidence, not adoption proof"
LUNA-14,/home/mak/WIN/flujo/start.sh,windows_legacy,true,284,4e290ecbc77606a5331511b8af1fe68d70b6e8ae392d95e0265402f6fa546c26,WINDOWS_LEGACY,unknown Windows fluxo owner,none verified,shell plus historical environment,es:ruta|servicio|legado; en:path|service|legacy,sha256/stat; not executed,no_change,Historical launcher; no current owner/consumer
LUNA-14,/home/mak/WIN/manifests,windows_archive,true,4096,,EVIDENCE_ONLY,migration/reconciliation curator,phase reconciliation readers,JSON manifests and hashes,es:manifiesto|estado|respaldo; en:manifest|state|backup,Phase1 selective manifest scan; JSON not modified,no_change,Manifest generations are provenance; hash divergence is not merge evidence
LUNA-14,/home/mak/WIN/updates-20260813,windows_archive,true,4096,,EVIDENCE_ONLY,migration/reconciliation curator,phase reconciliation readers,incremental snapshots,es:actualización|reemplazado|evidencia; en:update|superseded|evidence,Phase1 bounded find/stat; no restore,no_change,Post-transfer update batches retained as evidence
LUNA-14,/home/mak/flujo-deploy,parallel_generation,true,4096,,SUPERSEDED,unknown prior deployment owner,no current consumer verified,standalone source/data/docs plus Windows helpers,es:despliegue|plataforma|trabajo|entrega|reemplazado; en:deploy|platform|work|delivery|superseded,bounded find/stat; README/pyproject hashes; no import,no_change,Parallel generation; active baseline is /home/mak/flujo; no current Debian contract
LUNA-14,/home/mak/flujo-deploy/README.md,parallel_generation,true,113,8871511bafebeeaebd373ddf9d0cfdcf8914694e5f197e835c387d247c0d3ba6,SUPERSEDED,unknown prior deployment owner,no current consumer verified,documentation only,es:despliegue|estado|entrega; en:deploy|state|delivery,sha256/stat/read-only,no_change,Minimal README does not establish ownership or adoption
LUNA-14,/home/mak/flujo-deploy/pyproject.toml,parallel_generation,true,2009,61879f79b522e2d9a7ceb89453e43fcdceb943a19df2156cce377ea59729c7ff,SUPERSEDED,unknown prior deployment owner,no current consumer verified,package metadata and dependencies,es:plataforma|dependencia|trabajo; en:platform|dependency|work,sha256/stat/read-only; no install,no_change,Package metadata alone is not a live contract
LUNA-14,/home/mak/flujo-deploy/abrir_hub.bat,parallel_generation,true,428,80d69039a46ddaa63f4288857b74027777b049fe2c07639c66fe95d9ff376956,WINDOWS_LEGACY,unknown Windows/deploy owner,none verified,batch launcher and Windows hub,es:servicio|ruta|legado; en:service|path|legacy,sha256/stat; not executed,no_change,Windows launcher in parallel generation
LUNA-14,/home/mak/_archive,archive,true,4096,,EVIDENCE_ONLY,unknown archive curator,rollback/provenance review,archive text and patch evidence,es:archivo|respaldo|histórico; en:archive|backup|historical,bounded find/stat; contents not interpreted as Git inventory,no_change,Preserve archive evidence; no restore or merge
LUNA-14,/home/mak/rollback,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown rollback curator,forensic review only,versioned snapshots and before/after files,es:rollback|reversión|respaldo|evidencia; en:rollback|restore|backup|evidence,bounded find/stat; no snapshot executed,no_change,Rollback root has no current consumer contract
LUNA-14,/home/mak/rollback/atlas-context-map-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown atlas experiment owner,no current consumer verified,HTML/JS snapshot,es:mapa|contexto|evidencia; en:map|context|evidence,bounded find/stat; no browser execution,no_change,Historical atlas snapshot
LUNA-14,/home/mak/rollback/atlas-drafts-undo-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown atlas experiment owner,no current consumer verified,mirror/runtime snapshot,es:borrador|deshacer|respaldo; en:draft|undo|backup,bounded find/stat; no restore,no_change,Undo evidence only
LUNA-14,/home/mak/rollback/atlas-hub-boundary-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown atlas experiment owner,no current consumer verified,service/source snapshots,es:hub|servicio|evidencia; en:hub|service|evidence,bounded find/stat; service files not installed,no_change,Historical boundary snapshot
LUNA-14,/home/mak/rollback/atlas-partial-retry-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown atlas experiment owner,no current consumer verified,mirror/runtime snapshot,es:reintento|cola|evidencia; en:retry|queue|evidence,bounded find/stat; no retry,no_change,Partial retry evidence
LUNA-14,/home/mak/rollback/atlas-relation-undo-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown atlas experiment owner,no current consumer verified,HTML/JS snapshot,es:relación|deshacer|evidencia; en:relation|undo|evidence,bounded find/stat; no browser execution,no_change,Undo evidence only
LUNA-14,/home/mak/rollback/faro-conductor-convergence-20260812-070019,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown conductor experiment owner,none verified,department snapshots,es:conductor|convergencia|trabajo; en:dispatcher|convergence|work,Phase1/rollback bounded listing; no worker,no_change,Historical convergence snapshot; not current conductor
LUNA-14,/home/mak/rollback/faro-conductor-shadow-20260812-0626,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown conductor experiment owner,none verified,shadow/live snapshot,es:conductor|sombra|estado; en:dispatcher|shadow|state,bounded find/stat; no shadow probe,no_change,Shadow evidence only
LUNA-14,/home/mak/rollback/faro-conductor-source-20260812-072924,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown conductor experiment owner,none verified,source/comparison snapshot,es:fuente|conductor|comparación; en:source|dispatcher|comparison,bounded find/stat; no source execution,no_change,Source comparison evidence
LUNA-14,/home/mak/rollback/faro-conductor-worker-20260812-080637,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown conductor experiment owner,none verified,worker snapshot,es:trabajador|cola|evidencia; en:worker|queue|evidence,bounded find/stat; worker not started,no_change,Worker snapshot; no persistent process
LUNA-14,/home/mak/rollback/faro-five-points-20260812,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown integration experiment owner,none verified,department snapshots,es:puntos|integración|respaldo; en:points|integration|backup,bounded find/stat; no restore,no_change,Historical multi-department snapshot
LUNA-14,/home/mak/rollback/faro-live-before-recovered-20260812,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown recovery owner,none verified,pre-recovery snapshots,es:recuperación|estado|respaldo; en:recovery|state|backup,bounded find/stat; no recovery,no_change,Pre-recovery evidence
LUNA-14,/home/mak/rollback/faro-recovery-20260812-032015,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown recovery owner,none verified,extras/files/units snapshot,es:recuperación|unidad|servicio; en:recovery|unit|service,bounded find/stat; units not installed,no_change,Recovery evidence; no unit activation
LUNA-14,/home/mak/rollback/faro-synthetic-audit-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown audit owner,none verified,live/repo audit snapshot,es:auditoría|estado|evidencia; en:audit|state|evidence,bounded find/stat; no audit execution,no_change,Synthetic audit evidence
LUNA-14,/home/mak/rollback/fondart-group-idempotency-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|idempotencia|evidencia; en:research|idempotency|evidence,bounded find/stat; no import,no_change,Parallel research generation snapshot
LUNA-14,/home/mak/rollback/fondart-link-context-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|enlace|contexto; en:research|link|context,bounded find/stat; no import,no_change,Parallel research generation snapshot
LUNA-14,/home/mak/rollback/fondart-pdf-table-live-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python/service snapshot,es:investigación|tabla|servicio; en:research|table|service,bounded find/stat; service not installed,no_change,Historical live-labelled snapshot; label is not proof
LUNA-14,/home/mak/rollback/fondart-result-filter-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|filtro|estado; en:research|filter|state,bounded find/stat; no import,no_change,Research snapshot
LUNA-14,/home/mak/rollback/fondart-scope-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|alcance|ruta; en:research|scope|path,bounded find/stat; no import,no_change,Research snapshot
LUNA-14,/home/mak/rollback/fondart-source-corpus-live-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python/service snapshot,es:investigación|corpus|servicio; en:research|corpus|service,bounded find/stat; service not installed,no_change,Live-labelled historical snapshot; no adoption contract
LUNA-14,/home/mak/rollback/fondart-table-state-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|tabla|estado; en:research|table|state,bounded find/stat; no import,no_change,Research snapshot
LUNA-14,/home/mak/rollback/fondart-year-plan-live-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|plan|estado; en:research|plan|state,bounded find/stat; no import,no_change,Live-labelled historical snapshot; no adoption contract
LUNA-14,/home/mak/rollback/fondart-year-priority-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,research corpus curator,none verified,Python snapshot,es:investigación|prioridad|estado; en:research|priority|state,bounded find/stat; no import,no_change,Research snapshot
LUNA-14,/home/mak/rollback/local-reconciliation-20260813,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown reconciliation owner,phase review only,structure/nudo snapshots,es:reconciliación|ruta|evidencia; en:reconciliation|path|evidence,bounded find/stat; no restore,no_change,Reconciliation evidence
LUNA-14,/home/mak/rollback/mak-sync,rollback_evidence,true,4096,,BLOCKED,unknown sync owner,no authorized current consumer,SSH/Git/copy/rollback tooling,es:sincronización|respaldo|bloqueado; en:sync|backup|blocked,bounded find/stat; repair tool not executed,no_change,"Promotion blocked; owner, consumer, dependency contract and safe dry-run absent"
LUNA-14,/home/mak/rollback/process-guard-20260811,rollback_evidence,true,4096,,OBSOLETE,unknown process guard owner,no current consumer verified,watchdog/guardia snapshots,es:guardia|vigía|servicio|obsoleto; en:watchdog|guardian|service|obsolete,bounded find/stat; scripts not executed,no_change,Historical process supervision; no permanent service
LUNA-14,/home/mak/rollback/process-supervision-20260811,rollback_evidence,true,4096,,OBSOLETE,unknown process supervision owner,no current consumer verified,guard/watchdog/systemd snapshots,es:guardia|vigía|servicio|obsoleto; en:watchdog|guardian|service|obsolete,bounded find/stat; units/scripts not installed,no_change,Historical supervision generation; do not revive
LUNA-14,/home/mak/rollback/process-supervision-20260811-bus,rollback_evidence,true,4096,,OBSOLETE,unknown process supervision owner,no current consumer verified,bus/runtime snapshots,es:guardia|cola|servicio|obsoleto; en:watchdog|queue|service|obsolete,bounded find/stat; no bus started,no_change,Historical supervision bus
LUNA-14,/home/mak/rollback/process-supervision-20260811-bus-final,rollback_evidence,true,4096,,OBSOLETE,unknown process supervision owner,no current consumer verified,bus/runtime snapshots,es:guardia|cola|servicio|reemplazado; en:watchdog|queue|service|superseded,bounded find/stat; no bus started,no_change,Final-labelled historical snapshot; label is not live proof
LUNA-14,/home/mak/rollback/runtime-language-sync-20260811,rollback_evidence,true,4096,,EVIDENCE_ONLY,unknown language-sync owner,none verified,Python snapshot,es:estado|lenguaje|sincronización; en:state|language|sync,bounded find/stat; no import,no_change,Historical language synchronization evidence
LUNA-14,/home/mak/rollback/xio-human-link-20260811,rollback_evidence,true,4096,,UNDEVELOPED,unknown XIO owner,no current consumer verified,HTML/JS and link snapshot,es:puente|enlace|sin desarrollar; en:bridge|link|undeveloped,bounded find/stat; no browser execution,no_change,"Name indicates concept, but no current contract or foreground verification"
